File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD16A2GF_061_LE_500m_doy2001121_aid0001,LE_500m,aid0001,2001-05-01,295722.0,600000.0,17850000.0,"(600000.0,17850000.0)",6412454.3321092,2987349.8081739,8924258876396.602,9540000.0,17850000.0,6280000.0,600000.0,3680000.0
MOD16A2GF_061_LE_500m_doy2001129_aid0001,LE_500m,aid0001,2001-05-09,295722.0,1030000.0,18060000.0,"(1030000.0,18060000.0)",7605204.2458796,3037810.6275833,9228293409058.332,10500000.0,18060000.0,8200000.0,1030000.0,4760000.0
MOD16A2GF_061_LE_500m_doy2001137_aid0001,LE_500m,aid0001,2001-05-17,295722.0,440000.0,21380000.0,"(440000.0,21380000.0)",8701646.9522051,3868863.4365596,14968104290747.385,12410000.0,21380000.0,9180000.0,440000.0,5110000.0
MOD16A2GF_061_LE_500m_doy2001145_aid0001,LE_500m,aid0001,2001-05-25,295722.0,1070000.0,19600000.0,"(1070000.0,19600000.0)",7566801.6244987,2840190.0163843,8066679329168.946,10160000.0,17890000.0,8010000.0,1070000.0,5000000.0
MOD16A2GF_061_LE_500m_doy2001153_aid0001,LE_500m,aid0001,2001-06-02,295722.0,2810000.0,19930000.0,"(2810000.0,19930000.0)",7955040.5786516,2034283.3832134,4138308883218.2134,9170000.0,13200000.0,7990000.0,2810000.0,6480000.0
MOD16A2GF_061_LE_500m_doy2001161_aid0001,LE_500m,aid0001,2001-06-10,295722.0,1600000.0,21680000.0,"(1600000.0,21680000.0)",8817581.9857839,2591855.3923593,6717714374901.95,10560000.0,15900000.0,9200000.0,1660000.0,7000000.0
MOD16A2GF_061_LE_500m_doy2001169_aid0001,LE_500m,aid0001,2001-06-18,295722.0,4050000.0,22420000.0,"(4050000.0,22420000.0)",9811392.2535354,2236808.8827457,5003313977929.86,11300000.0,16250000.0,10020000.0,4050000.0,8000000.0
MOD16A2GF_061_LE_500m_doy2001177_aid0001,LE_500m,aid0001,2001-06-26,295722.0,3330000.0,21180000.0,"(3330000.0,21180000.0)",8999037.1024138,2204008.5296342,4857653598700.512,10130000.0,14090000.0,8920000.0,3570000.0,7490000.0
MOD16A2GF_061_LE_500m_doy2001185_aid0001,LE_500m,aid0001,2001-07-04,295722.0,2090000.0,21700000.0,"(2090000.0,21700000.0)",9431587.5721116,2918498.6654601,8517634460292.584,11320000.0,17570000.0,10230000.0,2090000.0,7150000.0
MOD16A2GF_061_LE_500m_doy2001193_aid0001,LE_500m,aid0001,2001-07-12,295722.0,3960000.0,22710000.0,"(3960000.0,22710000.0)",9709157.9591644,2178511.6749296,4745913117804.601,10860000.0,15040000.0,9650000.0,3960000.0,8070000.0
MOD16A2GF_061_LE_500m_doy2001201_aid0001,LE_500m,aid0001,2001-07-20,295722.0,3920000.0,22390000.0,"(3920000.0,22390000.0)",9993127.3628611,2179050.7415162,4748262134102.316,11127500.0,15240000.0,10100000.0,4260000.0,8380000.0
MOD16A2GF_061_LE_500m_doy2001209_aid0001,LE_500m,aid0001,2001-07-28,295722.0,5320000.0,20860000.0,"(5320000.0,20860000.0)",9331269.976532,2008990.9399436,4036044596775.3955,10300000.0,14030000.0,9410000.0,5320000.0,7810000.0
MOD16A2GF_061_LE_500m_doy2001217_aid0001,LE_500m,aid0001,2001-08-05,295722.0,2750000.0,21470000.0,"(2750000.0,21470000.0)",9431650.5704682,2614637.3625703,6836328537748.454,10970000.0,16100000.0,9690000.0,2750000.0,7550000.0
MOD16A2GF_061_LE_500m_doy2001225_aid0001,LE_500m,aid0001,2001-08-13,295722.0,3430000.0,22510000.0,"(3430000.0,22510000.0)",10018810.1663048,2485370.5083311,6177066563681.823,11300000.0,15830000.0,10120000.0,3990000.0,8280000.0
MOD16A2GF_061_LE_500m_doy2001233_aid0001,LE_500m,aid0001,2001-08-21,295722.0,3570000.0,21040000.0,"(3570000.0,21040000.0)",9324808.5025801,2102553.3963104,4420730784336.305,10350000.0,14190000.0,9340000.0,4290000.0,7790000.0
MOD16A2GF_061_LE_500m_doy2001241_aid0001,LE_500m,aid0001,2001-08-29,295722.0,3270000.0,21170000.0,"(3270000.0,21170000.0)",9215462.4275502,2233223.3471965,4987286518463.395,10350000.0,14350000.0,9260000.0,3720000.0,7680000.0
MOD16A2GF_061_LE_500m_doy2001249_aid0001,LE_500m,aid0001,2001-09-06,295722.0,2970000.0,21250000.0,"(2970000.0,21250000.0)",8958759.2739127,2211239.7076255,4889581044579.678,9790000.0,13040000.0,8860000.0,4370000.0,7620000.0
MOD16A2GF_061_LE_500m_doy2001257_aid0001,LE_500m,aid0001,2001-09-14,295722.0,4200000.0,20590000.0,"(4200000.0,20590000.0)",8361873.7192363,2145476.0813015,4603067615436.697,9310000.0,12970000.0,8180000.0,4200000.0,6870000.0
MOD16A2GF_061_LE_500m_doy2001265_aid0001,LE_500m,aid0001,2001-09-22,295722.0,3630000.0,20620000.0,"(3630000.0,20620000.0)",8678189.6510912,2276031.3519179,5180318714913.36,9560000.0,13080000.0,8620000.0,3700000.0,7210000.0
MOD16A2GF_061_LE_500m_doy2001273_aid0001,LE_500m,aid0001,2001-09-30,295722.0,4230000.0,18870000.0,"(4230000.0,18870000.0)",7775726.0197077,1821128.8194514,3316510177036.4355,8490000.0,11520000.0,7555000.0,4230000.0,6470000.0
MOD16A2GF_061_LE_500m_doy2001281_aid0001,LE_500m,aid0001,2001-10-08,295722.0,3680000.0,19860000.0,"(3680000.0,19860000.0)",7833156.8500145,2081266.2258383,4331669102815.038,8490000.0,11350000.0,7570000.0,3850000.0,6580000.0
MOD16A2GF_061_LE_500m_doy2001289_aid0001,LE_500m,aid0001,2001-10-16,295722.0,1810000.0,20220000.0,"(1810000.0,20220000.0)",8431383.0218922,2483577.5874134,6168157632701.917,9580000.0,13570000.0,8590000.0,2930000.0,6920000.0
MOD16A2GF_061_LE_500m_doy2001297_aid0001,LE_500m,aid0001,2001-10-24,295722.0,1530000.0,19690000.0,"(1530000.0,19690000.0)",7915725.2757658,2287611.7376693,5233167462322.228,9370000.0,13870000.0,8240000.0,1870000.0,6370000.0
MOD16A2GF_061_LE_500m_doy2001305_aid0001,LE_500m,aid0001,2001-11-01,295722.0,2410000.0,18260000.0,"(2410000.0,18260000.0)",6981605.8663204,1891525.4296677,3577868451079.537,8290000.0,12530000.0,7210000.0,2410000.0,5460000.0
MOD16A2GF_061_LE_500m_doy2001313_aid0001,LE_500m,aid0001,2001-11-09,295722.0,1850000.0,17530000.0,"(1850000.0,17530000.0)",6381290.7730909,1857604.5772313,3450694765350.5767,7590000.0,11640000.0,6450000.0,1850000.0,4890000.0
MOD16A2GF_061_LE_500m_doy2001321_aid0001,LE_500m,aid0001,2001-11-17,295722.0,2330000.0,16610000.0,"(2330000.0,16610000.0)",6028795.3212815,1716670.5329935,2946957718848.1294,7290000.0,11620000.0,6330000.0,2330000.0,4400000.0
MOD16A2GF_061_LE_500m_doy2001329_aid0001,LE_500m,aid0001,2001-11-25,295722.0,1900000.0,14480000.0,"(1900000.0,14480000.0)",5149594.8897951,1655533.8031232,2740792173283.683,6590000.0,11430000.0,5690000.0,1900000.0,3350000.0
MOD16A2GF_061_LE_500m_doy2001337_aid0001,LE_500m,aid0001,2001-12-03,295722.0,2350000.0,13860000.0,"(2350000.0,13860000.0)",4821089.5367947,1246990.9468565,1554986421542.0044,5970000.0,9460000.0,4920000.0,2350000.0,3640000.0
MOD16A2GF_061_LE_500m_doy2001345_aid0001,LE_500m,aid0001,2001-12-11,295722.0,970000.0,14120000.0,"(970000.0,14120000.0)",4537247.7867727,1756121.8350515,3083963899544.7637,6110000.0,11150000.0,4730000.0,970000.0,2740000.0
MOD16A2GF_061_LE_500m_doy2001353_aid0001,LE_500m,aid0001,2001-12-19,295722.0,510000.0,13500000.0,"(510000.0,13500000.0)",4270630.3217211,1841984.0582524,3392905270855.8403,5970000.0,11230000.0,4480000.0,510000.0,2420000.0
MOD16A2GF_061_LE_500m_doy2001361_aid0001,LE_500m,aid0001,2001-12-27,295722.0,1010000.0,13990000.0,"(1010000.0,13990000.0)",4281754.0122142,1772594.5617911,3142091480491.355,5940000.0,10830000.0,4410000.0,1010000.0,2530000.0
MOD16A2GF_061_LE_500m_doy2002001_aid0001,LE_500m,aid0001,2002-01-01,295722.0,500000.0,14260000.0,"(500000.0,14260000.0)",3946708.5641244,1792960.5896571,3214707676063.6357,5590000.0,10480000.0,4180000.0,500000.0,2140000.0
MOD16A2GF_061_LE_500m_doy2002009_aid0001,LE_500m,aid0001,2002-01-09,295722.0,1390000.0,12560000.0,"(1390000.0,12560000.0)",4050118.5234781,1619268.8167885,2622031501023.7725,5660000.0,10440000.0,4090000.0,1390000.0,2400000.0
MOD16A2GF_061_LE_500m_doy2002017_aid0001,LE_500m,aid0001,2002-01-17,295722.0,1540000.0,14630000.0,"(1540000.0,14630000.0)",4316052.1029886,1599859.2889331,2559549744385.5957,5860000.0,10430000.0,4230000.0,1540000.0,2790000.0
MOD16A2GF_061_LE_500m_doy2002025_aid0001,LE_500m,aid0001,2002-01-25,295722.0,1340000.0,9870000.0,"(1340000.0,9870000.0)",4030169.8554724,1731040.0459756,2996499640771.264,5720000.0,9870000.0,3860000.0,1340000.0,2310000.0
MOD16A2GF_061_LE_500m_doy2002033_aid0001,LE_500m,aid0001,2002-02-02,295722.0,1250000.0,10580000.0,"(1250000.0,10580000.0)",4391981.1850319,2070149.154058,4285517520046.912,6360000.0,10580000.0,4290000.0,1250000.0,2280000.0
MOD16A2GF_061_LE_500m_doy2002041_aid0001,LE_500m,aid0001,2002-02-10,295722.0,420000.0,12370000.0,"(420000.0,12370000.0)",4315412.9554108,2637443.3869536,6956107619385.389,6990000.0,12370000.0,3700000.0,420000.0,1730000.0
MOD16A2GF_061_LE_500m_doy2002049_aid0001,LE_500m,aid0001,2002-02-18,295722.0,430000.0,12870000.0,"(430000.0,12870000.0)",4639241.2468467,2866269.0725578,8215498396301.148,7540000.0,12870000.0,3980000.0,430000.0,1830000.0
MOD16A2GF_061_LE_500m_doy2002057_aid0001,LE_500m,aid0001,2002-02-26,295722.0,350000.0,14090000.0,"(350000.0,14090000.0)",4741640.3243587,2816606.6775216,7933273175859.287,7710000.0,14090000.0,4010000.0,350000.0,2090000.0
MOD16A2GF_061_LE_500m_doy2002065_aid0001,LE_500m,aid0001,2002-03-06,295722.0,290000.0,14700000.0,"(290000.0,14700000.0)",4640345.2566938,3008071.0689888,9048491556087.447,7810000.0,14700000.0,3630000.0,290000.0,1860000.0
MOD16A2GF_061_LE_500m_doy2002073_aid0001,LE_500m,aid0001,2002-03-14,295722.0,80000.0,15720000.0,"(80000.0,15720000.0)",3982009.6915346,3064924.3854557,9393761488560.959,6710000.0,13470000.0,2730000.0,80000.0,1560000.0
MOD16A2GF_061_LE_500m_doy2002081_aid0001,LE_500m,aid0001,2002-03-22,295722.0,450000.0,15480000.0,"(450000.0,15480000.0)",4653445.7700137,2598714.965514,6753319471986.575,6880000.0,12170000.0,3840000.0,450000.0,2490000.0
MOD16A2GF_061_LE_500m_doy2002089_aid0001,LE_500m,aid0001,2002-03-30,295722.0,440000.0,15530000.0,"(440000.0,15530000.0)",4848343.7823361,3031990.1329664,9192964166405.312,7920000.0,15530000.0,3710000.0,440000.0,2240000.0
MOD16A2GF_061_LE_500m_doy2002097_aid0001,LE_500m,aid0001,2002-04-07,295722.0,130000.0,16930000.0,"(130000.0,16930000.0)",5090929.9950629,3176405.7765439,10089553657261.742,7750000.0,15150000.0,4010000.0,130000.0,2450000.0
MOD16A2GF_061_LE_500m_doy2002105_aid0001,LE_500m,aid0001,2002-04-15,295722.0,210000.0,17380000.0,"(210000.0,17380000.0)",5358119.9234416,3064897.8172499,9393598630183.193,7570000.0,14630000.0,4690000.0,210000.0,2820000.0
MOD16A2GF_061_LE_500m_doy2002113_aid0001,LE_500m,aid0001,2002-04-23,295722.0,210000.0,16690000.0,"(210000.0,16690000.0)",6128842.121993,3189834.4648224,10175043912968.91,8830000.0,16690000.0,5770000.0,210000.0,3320000.0
MOD16A2GF_061_LE_500m_doy2002121_aid0001,LE_500m,aid0001,2002-05-01,295722.0,660000.0,18020000.0,"(660000.0,18020000.0)",6830684.7647453,2626729.8770271,6899709846866.781,9250000.0,16330000.0,7070000.0,660000.0,4510000.0
MOD16A2GF_061_LE_500m_doy2002129_aid0001,LE_500m,aid0001,2002-05-09,295722.0,980000.0,21410000.0,"(980000.0,21410000.0)",8321480.5459181,3297597.8481725,10874151568272.162,11670000.0,20510000.0,8360000.0,980000.0,5340000.0
MOD16A2GF_061_LE_500m_doy2002137_aid0001,LE_500m,aid0001,2002-05-17,295722.0,1110000.0,21360000.0,"(1110000.0,21360000.0)",8603043.1959746,3167750.155824,10034641049723.1,11060000.0,18690000.0,9330000.0,1110000.0,5960000.0
MOD16A2GF_061_LE_500m_doy2002145_aid0001,LE_500m,aid0001,2002-05-25,295722.0,2110000.0,20720000.0,"(2110000.0,20720000.0)",8080620.0756116,2404497.6058571,5781608736572.642,9910000.0,15640000.0,8350000.0,2110000.0,6090000.0
MOD16A2GF_061_LE_500m_doy2002153_aid0001,LE_500m,aid0001,2002-06-02,295722.0,1160000.0,22060000.0,"(1160000.0,22060000.0)",9340325.6774944,3333287.0675335,11110802674586.27,11820000.0,19650000.0,9970000.0,1160000.0,6600000.0
MOD16A2GF_061_LE_500m_doy2002161_aid0001,LE_500m,aid0001,2002-06-10,295722.0,2880000.0,22260000.0,"(2880000.0,22260000.0)",9456351.0662041,2569411.8997909,6601877510787.188,11110000.0,16480000.0,9580000.0,2880000.0,7530000.0
MOD16A2GF_061_LE_500m_doy2002169_aid0001,LE_500m,aid0001,2002-06-18,295722.0,3110000.0,21820000.0,"(3110000.0,21820000.0)",9669668.37097,2623277.5762667,6881585242143.436,11380000.0,17090000.0,10020000.0,3110000.0,7570000.0
MOD16A2GF_061_LE_500m_doy2002177_aid0001,LE_500m,aid0001,2002-06-26,295722.0,3110000.0,22320000.0,"(3110000.0,22320000.0)",9688289.9141762,2320915.4673909,5386648606774.262,10940000.0,15410000.0,9840000.0,3490000.0,7960000.0
MOD16A2GF_061_LE_500m_doy2002185_aid0001,LE_500m,aid0001,2002-07-04,295722.0,3800000.0,22280000.0,"(3800000.0,22280000.0)",9672793.8739762,2137948.005365,4570821673644.1045,10870000.0,14960000.0,9640000.0,4050000.0,8140000.0
MOD16A2GF_061_LE_500m_doy2002193_aid0001,LE_500m,aid0001,2002-07-12,295722.0,3150000.0,21380000.0,"(3150000.0,21380000.0)",9427042.5264268,2294603.6096433,5265205725387.991,10780000.0,15340000.0,9620000.0,3250000.0,7740000.0
MOD16A2GF_061_LE_500m_doy2002201_aid0001,LE_500m,aid0001,2002-07-20,295722.0,3610000.0,21070000.0,"(3610000.0,21070000.0)",8932142.0455698,1879075.2777749,3530923899544.9575,9770000.0,13020000.0,8760000.0,4820000.0,7600000.0
MOD16A2GF_061_LE_500m_doy2002209_aid0001,LE_500m,aid0001,2002-07-28,295722.0,3020000.0,21960000.0,"(3020000.0,21960000.0)",8963710.4442686,2110682.8872393,4454982250484.989,9920000.0,13340000.0,8850000.0,4220000.0,7640000.0
MOD16A2GF_061_LE_500m_doy2002217_aid0001,LE_500m,aid0001,2002-08-05,295722.0,3480000.0,21960000.0,"(3480000.0,21960000.0)",9193576.1289319,2138197.2637332,4571887538636.32,10330000.0,14230000.0,9470000.0,3860000.0,7730000.0
MOD16A2GF_061_LE_500m_doy2002225_aid0001,LE_500m,aid0001,2002-08-13,295722.0,3950000.0,20470000.0,"(3950000.0,20470000.0)",8691244.3105349,1776143.1003933,3154684313074.618,9540000.0,12610000.0,8430000.0,4420000.0,7490000.0
MOD16A2GF_061_LE_500m_doy2002233_aid0001,LE_500m,aid0001,2002-08-21,295722.0,2780000.0,23130000.0,"(2780000.0,23130000.0)",10031419.9146496,2501814.497631,6259075780556.871,11350000.0,15520000.0,10160000.0,4400000.0,8570000.0
MOD16A2GF_061_LE_500m_doy2002241_aid0001,LE_500m,aid0001,2002-08-29,295722.0,1780000.0,21900000.0,"(1780000.0,21900000.0)",9874188.6636774,2799247.5744381,7835786982997.802,11700000.0,17110000.0,10530000.0,2680000.0,8090000.0
MOD16A2GF_061_LE_500m_doy2002249_aid0001,LE_500m,aid0001,2002-09-06,295722.0,1130000.0,22130000.0,"(1130000.0,22130000.0)",10117433.1297638,2828872.2776029,8002518362990.04,11600000.0,16200000.0,10580000.0,3930000.0,8530000.0
MOD16A2GF_061_LE_500m_doy2002257_aid0001,LE_500m,aid0001,2002-09-14,295722.0,2490000.0,21090000.0,"(2490000.0,21090000.0)",9642827.6218881,2316309.4861818,5365289635775.673,11180000.0,15980000.0,10110000.0,3180000.0,7980000.0
MOD16A2GF_061_LE_500m_doy2002265_aid0001,LE_500m,aid0001,2002-09-22,295722.0,3960000.0,18230000.0,"(3960000.0,18230000.0)",6688686.4690486,1344373.7722869,1807340839613.0056,7120000.0,8950000.0,6450000.0,4070000.0,5900000.0
MOD16A2GF_061_LE_500m_doy2002273_aid0001,LE_500m,aid0001,2002-09-30,295722.0,3220000.0,20490000.0,"(3220000.0,20490000.0)",9065003.6858942,2143678.1583794,4595356046712.732,10270000.0,14110000.0,9320000.0,3870000.0,7710000.0
MOD16A2GF_061_LE_500m_doy2002281_aid0001,LE_500m,aid0001,2002-10-08,295722.0,1330000.0,19250000.0,"(1330000.0,19250000.0)",8307493.5243235,2428347.5374213,5896871762500.251,9560000.0,13620000.0,8590000.0,2790000.0,6850000.0
MOD16A2GF_061_LE_500m_doy2002289_aid0001,LE_500m,aid0001,2002-10-16,295722.0,2570000.0,19160000.0,"(2570000.0,19160000.0)",7481795.9434875,2013439.8244302,4053939926601.3823,8550000.0,12310000.0,7640000.0,2570000.0,6040000.0
MOD16A2GF_061_LE_500m_doy2002297_aid0001,LE_500m,aid0001,2002-10-24,295722.0,1130000.0,19230000.0,"(1130000.0,19230000.0)",7725174.691095,2337801.9099474,5465317770153.92,9160000.0,13810000.0,8030000.0,1410000.0,6060000.0
MOD16A2GF_061_LE_500m_doy2002305_aid0001,LE_500m,aid0001,2002-11-01,295722.0,1700000.0,18230000.0,"(1700000.0,18230000.0)",6745298.0163802,1878501.4288491,3528767618188.083,8120000.0,12440000.0,7070000.0,1700000.0,5240000.0
MOD16A2GF_061_LE_500m_doy2002313_aid0001,LE_500m,aid0001,2002-11-09,295722.0,2220000.0,16840000.0,"(2220000.0,16840000.0)",5922061.6998397,1654550.7622189,2737538224759.147,7070000.0,10950000.0,6130000.0,2220000.0,4480000.0
MOD16A2GF_061_LE_500m_doy2002321_aid0001,LE_500m,aid0001,2002-11-17,295722.0,1670000.0,16610000.0,"(1670000.0,16610000.0)",6140081.2587498,2004844.9434973,4019403247466.7153,7580000.0,12690000.0,6720000.0,1670000.0,4170000.0
MOD16A2GF_061_LE_500m_doy2002329_aid0001,LE_500m,aid0001,2002-11-25,295722.0,1940000.0,16580000.0,"(1940000.0,16580000.0)",5944238.5416033,1866650.2943633,3484383321446.4873,7350000.0,11970000.0,6280000.0,1940000.0,4270000.0
MOD16A2GF_061_LE_500m_doy2002337_aid0001,LE_500m,aid0001,2002-12-03,295722.0,1520000.0,14850000.0,"(1520000.0,14850000.0)",5212076.7139408,1728949.6081666,2989266747579.3726,6650000.0,11420000.0,5700000.0,1520000.0,3470000.0
MOD16A2GF_061_LE_500m_doy2002345_aid0001,LE_500m,aid0001,2002-12-11,295722.0,1350000.0,14760000.0,"(1350000.0,14760000.0)",4721828.5416709,1674198.2933486,2802939925451.5283,6160000.0,10780000.0,5030000.0,1350000.0,3080000.0
MOD16A2GF_061_LE_500m_doy2002353_aid0001,LE_500m,aid0001,2002-12-19,295722.0,2080000.0,13320000.0,"(2080000.0,13320000.0)",4241271.532047,1211187.3131733,1466974707591.995,5360000.0,8690000.0,4070000.0,2080000.0,3130000.0
MOD16A2GF_061_LE_500m_doy2002361_aid0001,LE_500m,aid0001,2002-12-27,295722.0,1860000.0,12380000.0,"(1860000.0,12380000.0)",3862432.4196374,1177889.7935842,1387424365829.754,4960000.0,8200000.0,3560000.0,1860000.0,2800000.0
MOD16A2GF_061_LE_500m_doy2003001_aid0001,LE_500m,aid0001,2003-01-01,295744.0,1400000.0,12900000.0,"(1400000.0,12900000.0)",4005948.4216079,1526997.2896423,2331720722575.008,5520000.0,9780000.0,3860000.0,1400000.0,2550000.0
MOD16A2GF_061_LE_500m_doy2003009_aid0001,LE_500m,aid0001,2003-01-09,295744.0,1410000.0,10820000.0,"(1410000.0,10820000.0)",3879466.1261091,1553278.8809557,2412675282023.1387,5490000.0,9830000.0,3620000.0,1410000.0,2380000.0
MOD16A2GF_061_LE_500m_doy2003017_aid0001,LE_500m,aid0001,2003-01-17,295744.0,910000.0,9730000.0,"(910000.0,9730000.0)",3820854.9623999,1889588.1189958,3570543259449.921,5690000.0,9730000.0,3820000.0,910000.0,1880000.0
MOD16A2GF_061_LE_500m_doy2003025_aid0001,LE_500m,aid0001,2003-01-25,295744.0,1700000.0,9870000.0,"(1700000.0,9870000.0)",4037594.6088509,1516155.867355,2298728614115.06,5470000.0,9870000.0,3850000.0,1700000.0,2530000.0
MOD16A2GF_061_LE_500m_doy2003033_aid0001,LE_500m,aid0001,2003-02-02,295744.0,1370000.0,11570000.0,"(1370000.0,11570000.0)",4352810.2683402,1883309.2705294,3546853808461.9707,6190000.0,11570000.0,4160000.0,1370000.0,2460000.0
MOD16A2GF_061_LE_500m_doy2003041_aid0001,LE_500m,aid0001,2003-02-10,295744.0,1040000.0,11990000.0,"(1040000.0,11990000.0)",4376281.4799286,2216329.8731565,4912118106646.023,6590000.0,11990000.0,4000000.0,1040000.0,2210000.0
MOD16A2GF_061_LE_500m_doy2003049_aid0001,LE_500m,aid0001,2003-02-18,295744.0,650000.0,13380000.0,"(650000.0,13380000.0)",4767269.8347219,2608063.8538933,6801997065984.9375,7410000.0,13380000.0,4180000.0,650000.0,2210000.0
MOD16A2GF_061_LE_500m_doy2003057_aid0001,LE_500m,aid0001,2003-02-26,295744.0,620000.0,14800000.0,"(620000.0,14800000.0)",4751850.6884332,2626513.8684791,6898575101312.962,7480000.0,14800000.0,3840000.0,620000.0,2350000.0
MOD16A2GF_061_LE_500m_doy2003065_aid0001,LE_500m,aid0001,2003-03-06,295744.0,670000.0,13080000.0,"(670000.0,13080000.0)",3894117.1418524,2265134.1054281,5130832515573.395,6190000.0,12510000.0,3070000.0,670000.0,1910000.0
MOD16A2GF_061_LE_500m_doy2003073_aid0001,LE_500m,aid0001,2003-03-14,295744.0,910000.0,14690000.0,"(910000.0,14690000.0)",4545546.7904674,2387589.7035888,5700584592683.243,6600000.0,12370000.0,3730000.0,910000.0,2560000.0
MOD16A2GF_061_LE_500m_doy2003081_aid0001,LE_500m,aid0001,2003-03-22,295744.0,100000.0,16160000.0,"(100000.0,16160000.0)",4755004.3280675,2989306.458133,8935953100635.883,7880000.0,16160000.0,3720000.0,100000.0,2180000.0
MOD16A2GF_061_LE_500m_doy2003089_aid0001,LE_500m,aid0001,2003-03-30,295744.0,260000.0,16920000.0,"(260000.0,16920000.0)",5449901.0292686,3104912.4916335,9640481580701.982,8450000.0,16160000.0,4420000.0,260000.0,2960000.0
MOD16A2GF_061_LE_500m_doy2003097_aid0001,LE_500m,aid0001,2003-04-07,295744.0,40000.0,17110000.0,"(40000.0,17110000.0)",5228005.1666306,3289471.8823621,10820625264851.037,8700000.0,17110000.0,4200000.0,40000.0,2390000.0
MOD16A2GF_061_LE_500m_doy2003105_aid0001,LE_500m,aid0001,2003-04-15,295744.0,390000.0,19160000.0,"(390000.0,19160000.0)",6588755.1057671,3420999.5658289,11703238029401.41,9860000.0,19160000.0,6050000.0,390000.0,3540000.0
MOD16A2GF_061_LE_500m_doy2003113_aid0001,LE_500m,aid0001,2003-04-23,295744.0,630000.0,17980000.0,"(630000.0,17980000.0)",6506573.3877948,3135669.6668711,9832424259735.418,9290000.0,17180000.0,6260000.0,630000.0,3750000.0
MOD16A2GF_061_LE_500m_doy2003121_aid0001,LE_500m,aid0001,2003-05-01,295744.0,550000.0,18590000.0,"(550000.0,18590000.0)",6894508.4262064,3143342.7512104,9880603651587.186,9900000.0,18590000.0,6880000.0,550000.0,3900000.0
MOD16A2GF_061_LE_500m_doy2003129_aid0001,LE_500m,aid0001,2003-05-09,295744.0,130000.0,18510000.0,"(130000.0,18510000.0)",7167067.7342567,3270683.8615681,10697372922321.832,10160000.0,18510000.0,7250000.0,130000.0,4360000.0
MOD16A2GF_061_LE_500m_doy2003137_aid0001,LE_500m,aid0001,2003-05-17,295744.0,590000.0,19770000.0,"(590000.0,19770000.0)",8048670.8098896,3260406.3894697,10630249824494.72,10970000.0,19430000.0,8550000.0,590000.0,5170000.0
MOD16A2GF_061_LE_500m_doy2003145_aid0001,LE_500m,aid0001,2003-05-25,295744.0,250000.0,20480000.0,"(250000.0,20480000.0)",8226686.6276239,3600178.939304,12961288395008.104,11550000.0,20480000.0,8680000.0,250000.0,4990000.0
MOD16A2GF_061_LE_500m_doy2003153_aid0001,LE_500m,aid0001,2003-06-02,295744.0,1140000.0,18260000.0,"(1140000.0,18260000.0)",7167297.1218351,2277320.0081297,5186186419427.984,9020000.0,14600000.0,7530000.0,1140000.0,5280000.0
MOD16A2GF_061_LE_500m_doy2003161_aid0001,LE_500m,aid0001,2003-06-10,295744.0,3400000.0,20980000.0,"(3400000.0,20980000.0)",8262164.3718892,1847597.0927107,3413615016992.919,9640000.0,14000000.0,8600000.0,3400000.0,6730000.0
MOD16A2GF_061_LE_500m_doy2003169_aid0001,LE_500m,aid0001,2003-06-18,295744.0,4560000.0,20840000.0,"(4560000.0,20840000.0)",8864560.836399,1553354.2962353,2412909569632.627,9820000.0,12860000.0,8820000.0,4750000.0,7790000.0
MOD16A2GF_061_LE_500m_doy2003177_aid0001,LE_500m,aid0001,2003-06-26,295744.0,4170000.0,20280000.0,"(4170000.0,20280000.0)",8297408.8400779,1391326.5136995,1935789467723.1943,8940000.0,11310000.0,8120000.0,4990000.0,7360000.0
MOD16A2GF_061_LE_500m_doy2003185_aid0001,LE_500m,aid0001,2003-07-04,295744.0,5050000.0,21830000.0,"(5050000.0,21830000.0)",9136814.3732417,1672712.1281936,2797965863806.0693,9860000.0,12570000.0,8870000.0,5340000.0,8050000.0
MOD16A2GF_061_LE_500m_doy2003193_aid0001,LE_500m,aid0001,2003-07-12,295744.0,4760000.0,22120000.0,"(4760000.0,22120000.0)",9638037.627137,1962383.8182009,3850950249936.7197,10790000.0,14630000.0,9700000.0,4760000.0,8230000.0
MOD16A2GF_061_LE_500m_doy2003201_aid0001,LE_500m,aid0001,2003-07-20,295744.0,4250000.0,22850000.0,"(4250000.0,22850000.0)",9772948.2593053,2381618.1189318,5672104864424.175,11360000.0,16410000.0,9940000.0,4250000.0,7990000.0
MOD16A2GF_061_LE_500m_doy2003209_aid0001,LE_500m,aid0001,2003-07-28,295744.0,4660000.0,21380000.0,"(4660000.0,21380000.0)",9357425.9156568,2036811.5124436,4148601137222.774,10600000.0,14650000.0,9330000.0,4660000.0,7900000.0
MOD16A2GF_061_LE_500m_doy2003217_aid0001,LE_500m,aid0001,2003-08-05,295744.0,3780000.0,22730000.0,"(3780000.0,22730000.0)",10089654.8028024,2411818.8691491,5816870257583.6455,11660000.0,16590000.0,10250000.0,3780000.0,8370000.0
MOD16A2GF_061_LE_500m_doy2003225_aid0001,LE_500m,aid0001,2003-08-13,295744.0,3870000.0,20940000.0,"(3870000.0,20940000.0)",8886811.1610041,2092956.857019,4380468405342.8623,9980000.0,13850000.0,8720000.0,3870000.0,7400000.0
